,0
37,"('  ', 'BCPA00103      ', 'FARINHETA                     ', 'PP', '                           ', 'KG', '03', '    ', 0.0, 5.0, '23011090  ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 1.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 152000.0, '    ', ' ', 'I', '0', '  ', ' ', 'L', '20190126', '20190113', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '000001', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 1.0, '000002', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '811      ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00? ', ' 0#  0@  00† 00M ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 38, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
38,"('  ', 'BCMP00112      ', 'PRODUTOS QUIMICOS             ', 'MP', '                           ', 'KG', '01', '    ', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 42.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190126', '20190126', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '20190126', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00L ', ' 0#  0@  00Š 00z ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 39, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
39,"('  ', 'MOD20101       ', 'MOD TRUTURAÇÃO                ', 'MO', '                           ', 'HR', '01', '    ', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '   ', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '20101    ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190126', '20190126', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '20101    ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00M ', ' 0#  0@  00† 00M ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 40, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
40,"('  ', 'GPPA00101      ', 'GALPAO ACABADO 8 COLUNAS      ', 'PA', '                           ', 'UN', '01', '0009', 0.0, 5.0, '          ', '  ', '   ', '   ', 0.0, '         ', '   ', '502', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 1.0, '    ', ' ', 'N', '0', '  ', ' ', 'N', '20190129', '20190129', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '20190216', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00O ', ' 0#  0@  00Š 00z ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 41, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
41,"('  ', 'GPPI00101      ', 'COLUNAS METALICAS             ', 'BN', '                           ', 'UN', '01', '0009', 0.0, 5.0, '          ', '  ', '   ', '   ', 0.0, '         ', '003', '503', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', '0', '  ', ' ', 'N', '20190129', '20190129', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '20190129', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00O ', ' 0#  0@  00Š 00z ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 42, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
42,"('  ', 'GPMP00101      ', 'VIGAS METALICAS               ', 'MP', '                           ', 'UN', '01', '0009', 0.0, 5.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', '0', '  ', ' ', 'N', '20190129', '20190129', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '20190129', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00O ', ' 0#  0@  00Š 00z ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 43, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
43,"('  ', 'GPPI00102      ', 'COBERTURA METALICA            ', 'PP', '                           ', 'UN', '01', '0009', 0.0, 5.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '503', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', '0', '  ', ' ', 'N', '20190129', '20190129', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '20190129', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00O ', ' 0#  0@  00Š 00z ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 44, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
44,"('  ', 'GPMP00103      ', 'TELHAS METALICAS              ', 'MP', '                           ', 'UN', '01', '0009', 0.0, 5.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '503', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', '0', '  ', ' ', 'N', '20190129', '20190129', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '20190129', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00O ', ' 0#  0@  00Š 00z ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 45, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
45,"('  ', 'GPMP00104      ', 'PARAFUSOS                     ', 'MP', '                           ', 'UN', '01', '0009', 0.0, 5.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '503', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', '0', '  ', ' ', 'N', '20190129', '20190129', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '20190129', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00O ', ' 0#  0@  00Š 00z ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 46, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
46,"('  ', 'GPMP00105      ', 'PORCAS METALICAS              ', 'MP', '                           ', 'UN', '01', '0009', 0.0, 5.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '503', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', '0', '  ', ' ', 'N', '20190129', '20190129', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '20190129', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00† 00O ', ' 0#  0@  00Š 00z ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 47, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
