,Estudo,Renda,UF,SEXO,COR,Idade,Altura
9888,12,2500,AP,F,PRE,60,1.787937255
9889,9,1200,AP,M,BRA,61,1.761575888
9890,16,3000,AP,F,BRA,39,1.663530079
9891,16,1000,AP,F,BRA,23,1.645524101
9892,6,700,AP,F,BRA,60,1.592029207
9893,14,3000,AP,M,PAR,27,1.639933325
9894,12,1300,AP,M,PAR,39,1.882903098
9895,9,1700,AP,M,PRE,34,1.751421101
9896,12,3000,AP,M,PAR,71,1.685309773
9897,12,1650,AP,M,PAR,45,1.677773546
9898,12,800,AP,M,PAR,35,1.648781772
9899,12,2800,AP,F,BRA,39,1.688931499
9900,12,1170,AP,F,PRE,41,1.734356056
9901,9,500,AP,F,PAR,34,1.624829605
9902,9,1000,AP,M,PRE,41,1.761023187
9903,9,1300,AP,F,PAR,58,0.001639638
9904,10,700,AP,M,PRE,34,1.654877911
9905,12,820,AP,F,PAR,39,1.812439095
9906,16,3200,AP,F,PAR,45,0.157205503
9907,15,3000,AP,M,PAR,20,1.619506573
9908,10,1200,AP,M,PAR,53,1.701162982
9909,12,2000,AP,M,BRA,59,1.624198643
9910,16,1444,AP,M,BRA,36,1.731874075
9911,12,1200,AP,M,PAR,35,1.698231774
9912,12,500,AP,F,PAR,30,0.015023551
9913,14,1000,AP,M,PAR,27,1.638270636
9914,16,6300,AP,F,PAR,41,1.643676909
9915,16,1500,AP,F,PAR,28,1.746841782
9916,9,1325,AP,M,PAR,56,1.634969126
9917,12,1600,AP,M,BRA,32,1.791049095
9918,16,2500,AP,M,BRA,35,1.669526334
9919,12,900,AP,F,PAR,43,1.777046817
9920,9,5000,AP,M,BRA,49,1.617433776
9921,16,6000,AP,M,PRE,37,1.621237229
9922,7,3000,AP,M,PAR,50,1.677199176
9923,12,1580,AP,M,PAR,24,0.162467877
9924,12,500,AP,F,PRE,54,1.714163513
9925,9,1700,AP,F,PRE,50,1.656680825
9926,12,780,AP,F,PAR,37,1.676936776
9927,10,2200,AP,M,PAR,44,1.636206227
9928,12,600,AP,F,PAR,44,1.799766585
9929,12,2100,AP,M,BRA,35,1.664622521
9930,12,500,AP,F,BRA,37,1.587267706
9931,1,1000,AP,M,AME,50,1.654277636
9932,16,1600,AP,M,BRA,47,1.687596434
9933,12,800,AP,F,BRA,39,1.670422153
9934,11,1850,AP,F,BRA,28,1.763985963
9935,1,900,AP,F,PAR,33,1.752982775
9936,16,1000,AP,F,BRA,57,1.597418559
9937,16,3500,AP,M,PAR,35,1.815462966
9938,16,10000,AP,F,PAR,55,1.569528835
9939,12,7500,AP,M,BRA,62,1.757470091
9940,16,2200,AP,M,PAR,33,0.150094394
9941,7,550,AP,F,PAR,61,1.818793322
9942,12,900,AP,M,BRA,29,1.456847169
9943,12,788,AP,M,BRA,60,1.527907775
9944,16,3000,AP,M,PAR,65,0.180049976
9945,8,1200,AP,F,PAR,56,1.759503143
9946,12,1400,AP,M,PAR,43,1.705828817
9947,12,2000,AP,M,PAR,40,0.155232097
9948,12,1500,AP,M,PAR,40,1.659832366
9949,16,1200,AP,F,PRE,42,1.661597553
9950,12,560,AP,F,BRA,40,1.632496251
9951,5,1200,AP,F,PAR,51,1.532906653
9952,12,1200,AP,F,AME,30,1.645722384
9953,2,620,AP,F,PAR,35,1.761476879
9954,9,778,AP,M,PAR,24,1.579326664
9955,12,700,AP,M,PAR,32,1.722062738
9956,12,780,AP,F,BRA,38,1.583389926
9957,9,550,AP,M,PRE,32,1.703283929
9958,14,1200,AP,M,PAR,31,1.565714247
9959,12,900,AP,F,PAR,34,0.169598752
9960,12,1300,AP,F,PAR,32,1.801080196
9961,12,1200,AP,M,BRA,26,1.578111896
9962,12,800,AP,M,PAR,37,1.578138094
9963,6,1200,AP,F,PAR,56,0.180866917
9964,9,1000,AP,M,PAR,38,1.765325687
9965,2,1200,AP,M,PAR,22,1.672917273
9966,9,3500,AP,F,PAR,58,1.770768989
9967,3,700,AP,F,PAR,63,1.778480439
9968,12,900,AP,M,PAR,27,1.681196366
9969,16,1500,AP,M,PAR,38,0.175106087
9970,12,1300,AP,M,BRA,39,1.688106846
9971,12,2000,AP,M,PAR,33,1.740516305
9972,12,788,AP,F,PAR,42,1.643129813
9973,9,789,AP,F,PAR,39,1.695537949
9974,12,500,AP,F,PAR,51,1.653262708
9975,11,900,AP,M,PRE,37,1.775588707
9976,5,600,AP,M,PAR,53,1.656626982
9977,13,800,AP,F,PAR,27,1.752355319
9978,11,1900,AP,M,PAR,58,1.707248923
9979,3,1500,AP,M,PAR,58,1.677042894
9980,10,1500,AP,M,PAR,27,1.611309937
9981,12,788,AP,M,PRE,35,1.645061211
9982,16,7500,AP,M,PAR,29,0.178939458
9983,16,3800,AP,M,BRA,26,0.174048917
9984,12,3800,AP,M,PAR,29,1.621876754
9985,12,1684,AP,M,BRA,39,1.666636797
9986,12,1150,AP,F,PAR,34,1.634710556
9987,9,10000,AP,M,BRA,36,1.892501972
9988,12,950,AP,F,PRE,27,1.709028182
9989,12,3800,AP,M,PAR,33,1.646197806
9990,16,4200,AP,F,PAR,41,1.630655103
9991,9,1200,AP,M,PAR,33,1.662477105
9992,12,1800,AP,M,PAR,33,1.657066032
9993,12,2600,AP,M,PAR,45,1.734200435
9994,9,1400,AP,M,PAR,60,1.772701644
9995,1,1880,AP,M,PAR,44,1.752790987
9996,12,3800,AP,M,BRA,39,1.797539784
9997,9,3000,AP,M,PAR,32,1.630556989
9998,12,780,AP,F,PRE,41,1.797909768
9999,12,2200,AP,M,BRA,55,1.704459689
10000,16,2200,AP,F,PAR,44,1.692560099
10001,12,900,AP,M,PAR,38,1.712487604
10002,9,2300,AP,M,PAR,40,1.666144411
10003,9,1500,AP,F,BRA,29,1.616209546
10004,1,500,AP,F,PAR,59,1.719717639
10005,7,2000,AP,M,PAR,40,1.728653621
10006,4,2200,AP,M,PAR,38,1.733632858
10007,16,2200,AP,F,PAR,45,1.642835239
10008,6,2300,AP,M,PAR,55,1.639288448
10009,16,5000,AP,F,BRA,33,1.704308424
10010,12,950,AP,M,BRA,21,1.717406465
10011,12,1000,AP,M,PAR,48,1.832908993
10012,16,3500,AP,M,PRE,56,1.739258064
10013,3,1000,AP,F,PAR,44,1.667452547
10014,5,300,AP,M,PAR,47,1.635023116
10015,2,2000,AP,M,PAR,51,1.692935269
10016,12,1050,AP,M,PAR,34,1.677237577
10017,3,300,AP,M,PAR,47,1.604303834
10018,5,2000,AP,M,PAR,35,1.808580075
10019,4,500,AP,M,PAR,43,1.769133265
10020,9,800,AP,M,PAR,45,1.674061179
10021,9,940,AP,F,PAR,68,1.717295895
10022,6,600,AP,F,PAR,34,1.613296292
10023,12,2000,AP,M,PAR,28,1.669376063
10024,7,700,AP,M,PAR,47,1.788437531
10025,2,1200,AP,M,PAR,54,1.487662906
10026,12,1300,AP,M,BRA,37,0.157787643
10027,12,600,AP,F,BRA,33,1.767598061
10028,16,2443,AP,M,BRA,28,1.700009631
10029,16,1500,AP,M,PAR,44,1.763356226
10030,12,960,AP,F,BRA,42,1.669205334
10031,10,4500,AP,M,PAR,42,0.174439135
10032,7,788,AP,F,PAR,62,1.714995308
10033,12,2100,AP,F,BRA,53,1.650408871
10034,16,2400,AP,M,BRA,33,1.848761537
10035,5,1400,AP,M,PAR,52,1.664366921
10036,9,1600,AP,M,BRA,42,1.524321562
10037,9,1000,AP,F,PAR,39,0.161100456
10038,16,5988,AP,F,PAR,46,1.655765401
10039,6,500,AP,M,PAR,19,1.807364467
10040,8,500,AP,M,PRE,36,1.641900799
10041,7,1200,AP,M,BRA,46,1.803847025
10042,11,750,AP,M,PAR,29,1.758033787
10043,1,650,AP,M,PAR,50,1.635079241
10044,1,450,AP,M,PAR,58,1.653113629
10045,5,300,AP,M,PAR,37,1.776500742
10046,1,600,AP,M,PAR,52,1.667315965
10047,1,400,AP,M,PAR,54,1.708226381
10048,9,350,AP,M,PAR,28,1.609901574
10049,5,900,AP,M,PAR,48,1.791785081
10050,12,3150,AP,F,PAR,35,1.746786143
10051,16,3500,AP,F,PAR,35,1.757946487
10052,1,1200,AP,M,PAR,69,1.578552242
10053,1,2000,AP,M,PAR,75,1.557696001
10054,5,400,AP,M,PAR,47,1.747331675
10055,5,350,AP,M,PAR,52,1.693861811
10056,8,550,AP,M,PAR,30,1.624551608
10057,1,900,AP,M,PAR,40,1.707874411
10058,5,500,AP,M,BRA,28,1.701948224
10059,4,600,AP,M,PAR,35,1.700322293
10060,5,350,AP,M,PAR,33,1.757890277
10061,5,700,AP,F,PAR,31,1.699352787
10062,2,400,AP,M,PAR,68,0.155163135
10063,12,550,AP,M,PAR,30,1.626228445
10064,12,1600,AP,F,PAR,57,1.589472388
10065,12,800,AP,M,PAR,33,1.739151964
10066,12,800,AP,F,PAR,30,1.642483468
10067,5,600,AP,M,PAR,44,1.685283638
10068,12,1500,AP,F,PAR,37,1.664120423
10069,6,800,AP,M,PRE,49,1.545610614
10070,12,3500,AP,M,PAR,31,1.778405228
10071,9,1400,AP,M,PRE,52,1.807476603
10072,4,788,AP,F,PAR,47,1.683359087
10073,14,5946,AP,M,BRA,45,1.806513131
10074,9,250,AP,F,PAR,55,1.571856934
10075,12,1820,AP,M,PAR,37,1.572607398
10076,3,3951,AP,M,PAR,38,1.723689923
10077,9,1250,AP,M,PAR,21,1.546439859
10078,1,450,AP,M,PAR,61,1.722388864
10079,9,650,AP,M,PRE,36,1.713913502
10080,10,300,AP,F,PAR,32,1.813335254
10081,12,1200,AP,M,PAR,32,1.693834458
10082,9,780,AP,M,PAR,36,1.554234478
10083,12,2000,AP,M,PAR,43,1.819815104
10084,16,780,AP,M,PRE,44,1.668567384
10085,9,500,AP,M,PRE,42,1.685951707
10086,6,2325,AP,M,PRE,32,1.697561004
10087,11,3158,AP,M,PRE,27,1.632757775
10088,12,1150,AP,M,BRA,28,1.747960174
10089,1,796,AP,M,PRE,54,1.711413394
10090,7,395,AP,F,PAR,27,1.564191648
10091,9,2453,AP,M,PAR,37,1.752116403
10092,12,2100,AP,M,PAR,38,1.629395903
10093,13,2225,AP,F,BRA,41,1.820540557
10094,4,1170,AP,M,PRE,35,0.173168556
10095,9,826,AP,M,PAR,45,1.655046067
10096,12,880,AP,F,PAR,32,1.663392103
10097,8,1000,AP,M,PAR,26,1.790814243
10098,12,1321,AP,M,PAR,29,1.768888554
10099,5,2000,AP,M,PAR,57,1.536953083
10100,12,1600,AP,M,PAR,32,1.674503693
10101,5,500,AP,M,PAR,42,1.557157638
10102,12,250,AP,F,PAR,48,1.700031965
10103,12,1100,AP,F,PAR,37,1.683592465
10104,5,3500,AP,M,PAR,49,1.681058971
10105,11,1300,AP,M,PAR,44,1.762648156
10106,16,2600,AP,M,BRA,37,1.730722834
10107,12,2200,AP,F,BRA,32,1.633005714
10108,5,4000,AP,F,BRA,46,1.652388107
10109,16,2600,AP,M,BRA,33,1.712997019
10110,16,2200,AP,M,PAR,53,1.672976792
10111,12,2000,AP,F,BRA,52,1.702487219
10112,9,10000,AP,M,PAR,51,1.790850207
10113,16,2980,AP,F,PAR,46,1.724019159
10114,5,1550,AP,M,PAR,55,1.749988124
10115,12,2900,AP,F,PAR,60,1.715283349
10116,9,2100,AP,M,PAR,42,1.552074434
10117,9,1600,AP,M,PRE,30,1.662681469
10118,9,7500,AP,M,BRA,41,1.794750628
10119,12,900,AP,F,BRA,39,0.169610449
10120,12,1600,AP,M,PAR,36,1.672205409
10121,4,400,AP,M,PAR,52,1.719630198
10122,11,1100,AP,M,PAR,32,1.659045032
10123,6,900,AP,M,PAR,34,1.712302566
10124,11,4780,AP,M,PRE,51,0.163415468
10125,12,12530,AP,M,BRA,57,1.652591785
10126,12,1050,AP,F,PAR,23,1.761855155
10127,12,115,AP,F,PAR,61,1.752007768
10128,15,3113,AP,F,PAR,43,1.711900495
10129,5,1010,AP,M,PAR,38,1.778054973
10130,1,788,AP,M,PAR,52,1.690606478
10131,11,2568,AP,M,PAR,43,1.563889843
10132,10,788,AP,F,PAR,34,1.754052597
10133,3,788,AP,M,PAR,27,1.702837459
10134,12,788,AP,M,PAR,21,1.790178025
10135,12,180,AP,F,PAR,43,1.779312063
10136,5,1250,AP,M,PRE,40,1.778537943
10137,13,15580,AP,F,BRA,45,1.587755856
10138,12,1193,AP,M,PAR,23,0.170766553
10139,5,950,AP,M,PAR,52,1.799931047
10140,10,788,AP,F,PAR,43,1.718733261
10141,16,1500,AP,F,PAR,36,1.810908094
10142,5,4126,AP,M,PAR,61,1.613863326
10143,1,990,AP,M,BRA,51,1.704695879
10144,1,1800,AP,M,PAR,67,1.675688675
10145,16,1100,AP,M,PAR,38,1.618849974
10146,11,300,AP,F,PAR,53,1.723752072
10147,12,1400,AP,F,PAR,37,1.631212483
10148,16,3565,AP,M,BRA,46,1.745010961
10149,12,1575,AP,M,PAR,34,1.838809727
10150,16,1120,AP,F,PAR,24,1.697632745
10151,4,290,AP,M,PAR,58,1.707091808
10152,12,860,AP,M,BRA,45,1.719864876
10153,10,1576,AP,M,BRA,25,1.725222516
10154,4,788,AP,M,PAR,61,0.001718747
10155,4,394,AP,F,PAR,39,1.820008398
10156,12,990,AP,M,BRA,25,1.652059508
10157,12,1200,AP,M,PAR,43,1.766528238
10158,13,420,AP,F,PAR,43,1.731519586
10159,10,1450,AP,M,PAR,47,1.708254927
10160,16,2200,AP,M,PAR,32,1.849070097
10161,16,2500,AP,M,BRA,44,1.732947582
10162,1,2300,AP,M,PAR,40,1.812560371
10163,11,2500,AP,M,PAR,31,1.646744893
10164,9,2200,AP,F,BRA,48,1.666323533
10165,12,2200,AP,M,PAR,33,1.617112908
10166,1,950,AP,M,PAR,45,1.793879983
10167,4,2800,AP,M,PAR,53,0.185648376
10168,12,800,AP,M,PRE,26,1.668664938
10169,12,1000,AP,M,BRA,23,1.807498041
10170,2,600,AP,M,PRE,58,1.745797526
10171,6,1100,AP,M,PAR,51,1.514179823
10172,3,700,AP,F,PAR,55,1.695352061
10173,12,800,AP,F,PAR,34,1.591703175
10174,15,1100,AP,F,PAR,27,1.744713552
10175,12,1600,AP,F,PAR,35,1.676782444
10176,16,2680,AP,M,BRA,30,1.824072645
10177,12,1840,AP,M,PAR,34,1.753132964
10178,9,780,AP,M,PAR,62,1.623701407
10179,12,788,AP,F,PAR,29,1.697594229
10180,16,1500,AP,F,PAR,34,1.459949046
10181,5,1300,TO,M,BRA,34,1.680753212
10182,8,2000,TO,M,PAR,41,1.651024686
10183,12,900,TO,M,PAR,36,1.541024698
10184,2,800,TO,F,PAR,51,1.838459124
10185,16,788,TO,F,PAR,39,1.736328419
10186,15,2000,TO,M,PAR,37,1.654435326
10187,2,200,TO,F,PAR,50,1.959499995
10188,9,800,TO,F,PAR,60,1.608343637
10189,9,900,TO,M,PAR,70,0.174155597
10190,10,730,TO,M,PAR,58,1.746522263
10191,12,788,TO,F,PAR,39,1.749174541
10192,9,1000,TO,M,BRA,27,1.663966047
10193,5,1800,TO,M,PAR,42,1.730734732
10194,1,600,TO,M,PAR,52,0.160470578
10195,1,450,TO,M,BRA,62,1.638775821
10196,4,0,TO,M,PRE,61,1.677383084
10197,4,500,TO,M,PAR,39,1.740164625
10198,9,4500,TO,M,PRE,55,1.753931848
10199,6,700,TO,M,PAR,35,1.635127135
10200,5,600,TO,M,BRA,52,1.595613411
10201,1,600,TO,M,BRA,74,1.676537836
10202,5,788,TO,F,PAR,32,1.847822471
10203,6,800,TO,F,PAR,39,1.760429448
10204,16,2000,TO,F,PRE,42,0.170877632
10205,9,500,TO,F,PAR,36,1.835648877
10206,12,950,TO,M,PAR,35,1.704642364
10207,7,1300,TO,M,BRA,36,1.756402257
10208,1,1850,TO,M,PAR,54,1.605325327
10209,4,1000,TO,M,BRA,39,1.610329676
10210,9,3000,TO,M,PAR,28,1.724863069
10211,1,600,TO,M,BRA,49,1.751776456
10212,16,2600,TO,M,PAR,49,1.652917863
10213,1,300,TO,M,PAR,49,1.744047383
10214,12,300,TO,M,PRE,55,1.548682805
10215,12,788,TO,F,PAR,24,1.841942599
10216,6,500,TO,F,BRA,37,0.173985294
10217,6,1000,TO,M,BRA,39,1.617828085
10218,5,788,TO,M,BRA,62,1.629758711
10219,12,400,TO,F,PAR,46,1.609205338
10220,12,3000,TO,F,BRA,46,1.715561135
10221,12,2500,TO,F,BRA,25,1.751383418
10222,11,900,TO,F,PAR,47,1.745194543
10223,16,788,TO,F,PAR,39,1.795932383
10224,12,1200,TO,M,BRA,35,1.665850736
10225,12,1700,TO,M,PAR,37,1.796472755
10226,12,4000,TO,M,PRE,25,1.758435586
10227,13,1400,TO,M,PAR,21,1.611072726
10228,12,1300,TO,F,BRA,33,1.663896819
10229,12,1550,TO,F,PAR,36,1.765533846
10230,12,788,TO,F,PAR,22,1.834339775
10231,12,900,TO,F,PRE,35,1.733046103
10232,6,788,TO,M,PRE,36,1.658502082
10233,2,850,TO,M,PAR,64,1.813461236
10234,11,800,TO,M,BRA,49,1.766333186
10235,15,3500,TO,F,PAR,45,1.666875956
10236,12,1400,TO,M,PAR,38,1.781482832
10237,12,788,TO,M,PAR,24,1.660944561
10238,16,8000,TO,F,BRA,53,1.688135055
10239,4,2300,TO,F,PRE,44,1.584250385
10240,9,5000,TO,F,BRA,49,1.734958626
10241,1,1200,TO,M,PAR,36,1.569224092
10242,6,1600,TO,M,BRA,37,1.642064102
10243,1,788,TO,M,PAR,55,1.633738354
10244,4,1600,TO,M,PAR,53,1.622930419
10245,9,1300,TO,M,PAR,33,1.706800607
10246,6,1600,TO,M,PAR,41,1.745938249
10247,3,2300,TO,M,PAR,50,1.725315525
10248,8,788,TO,M,PAR,30,1.647019179
10249,16,2500,TO,F,PAR,30,1.787392839
10250,16,930,TO,F,PAR,36,1.702413909
10251,10,3500,TO,M,BRA,46,1.691018615
10252,12,788,TO,F,BRA,48,0.170956178
10253,4,788,TO,M,PRE,48,1.665680196
10254,12,600,TO,F,PAR,26,1.631949168
10255,5,500,TO,M,PAR,45,1.748120787
10256,1,400,TO,M,BRA,49,1.806606475
10257,9,800,TO,M,PRE,41,1.807077845
10258,9,500,TO,M,PRE,31,1.774856014
10259,1,500,TO,M,PAR,51,1.805629916
10260,15,2900,TO,F,BRA,35,1.755252729
10261,7,500,TO,M,BRA,49,1.748211814
10262,10,1200,TO,M,PRE,46,1.622350808
10263,16,3000,TO,M,PAR,41,1.898023134
10264,12,700,TO,F,PAR,64,1.767682304
10265,13,788,TO,M,PAR,27,1.783550145
10266,6,0,TO,M,PAR,62,1.707601088
10267,16,2998,TO,F,PAR,44,1.574863974
10268,6,788,TO,F,PAR,45,0.171277858
10269,1,0,TO,F,PAR,51,1.521045822
10270,14,788,TO,M,BRA,54,1.727161586
10271,1,788,TO,M,PAR,59,1.641870964
10272,12,2500,TO,M,BRA,48,1.691084925
10273,7,500,TO,M,PAR,36,0.015839601
10274,5,1400,TO,M,PAR,51,1.650981128
10275,12,990,TO,M,PAR,31,1.636388893
10276,13,788,TO,F,PAR,35,1.721152863
10277,3,1000,TO,M,PAR,42,0.166073304
10278,7,788,TO,M,PRE,48,1.624658313
10279,12,788,TO,F,PAR,30,1.710829531
10280,6,800,TO,M,PAR,43,1.804976736
10281,12,900,TO,F,PAR,44,1.773823242
10282,12,1200,TO,F,PAR,31,1.811829015
10283,12,2400,TO,M,PAR,35,1.643140086
10284,16,1600,TO,M,PAR,39,1.770145267
10285,12,7000,TO,M,PAR,32,1.655961564
10286,12,700,TO,M,PAR,37,0.170730408
10287,12,800,TO,M,PAR,28,1.815680197
10288,7,2155,TO,M,PAR,39,1.641583107
10289,5,788,TO,F,PRE,30,1.638766785
10290,5,1500,TO,M,PAR,45,1.730338142
10291,12,1000,TO,M,PAR,56,1.914152215
10292,6,950,TO,F,PAR,63,1.609488914
10293,6,788,TO,M,PAR,53,1.703656862
10294,12,300,TO,F,PAR,25,1.730150542
10295,4,800,TO,M,PAR,28,1.633869993
10296,12,1575,TO,M,PAR,32,1.733392187
10297,12,1200,TO,M,PAR,34,1.526786976
10298,6,850,TO,F,PAR,49,1.728099613
10299,12,1400,TO,M,BRA,33,1.657700466
10300,16,2000,TO,M,PAR,39,1.768758834
10301,11,1148,TO,M,BRA,34,0.016035709
10302,1,0,TO,M,PRE,45,1.749558005
10303,6,750,TO,M,PAR,46,1.523031327
10304,1,0,TO,M,PRE,40,1.585680471
10305,1,1200,TO,M,PAR,56,1.767036089
10306,6,0,TO,M,BRA,71,1.839544616
10307,11,0,TO,M,PAR,24,1.722202819
10308,4,250,TO,M,BRA,43,1.598765131
10309,1,0,TO,M,PAR,73,1.785171368
10310,16,30000,TO,M,BRA,56,1.662013812
10311,6,0,TO,M,BRA,46,1.741777867
10312,3,0,TO,M,PAR,57,1.671596973
10313,10,0,TO,M,PAR,27,1.753310215
10314,1,250,TO,M,PAR,51,0.159717858
10315,11,150,TO,M,BRA,60,1.572162292
10316,1,180,TO,M,PAR,48,1.774609767
10317,5,0,TO,F,PAR,55,1.789541171
10318,3,0,TO,M,PAR,59,1.556280292
10319,7,1576,TO,M,PAR,38,1.855299323
10320,5,450,TO,M,PAR,43,1.688710124
10321,11,1300,TO,M,PAR,27,1.696583445
10322,3,0,TO,M,BRA,71,1.674662965
10323,1,0,TO,M,PAR,76,1.762907175
10324,9,1500,TO,M,PAR,28,1.654046525
10325,3,2000,TO,M,PAR,44,1.747825121
10326,10,400,TO,M,PAR,54,1.655033626
10327,9,200,TO,M,PAR,56,1.686289713
10328,9,5000,TO,M,BRA,36,1.609879412
10329,10,500,TO,M,PAR,43,1.739408234
10330,8,3000,TO,M,BRA,39,1.744004729
10331,16,3800,TO,F,BRA,45,1.687462884
10332,16,1200,TO,F,BRA,52,0.163058636
10333,3,1300,TO,M,PAR,49,1.715461244
10334,12,1300,TO,F,PAR,53,1.809361717
10335,16,10000,TO,M,PAR,57,0.158138054
10336,12,3000,TO,M,PAR,41,1.826152451
10337,15,900,TO,M,PRE,24,1.739446823
10338,12,788,TO,F,PAR,32,1.730038912
10339,12,500,TO,F,PAR,27,1.775370189
10340,12,788,TO,F,PAR,41,1.739670604
10341,9,890,TO,M,PAR,20,1.643513681
10342,12,788,TO,F,PAR,42,1.492650801
10343,12,1500,TO,M,PAR,35,1.629357137
10344,12,200,TO,F,PAR,31,1.813051612
10345,9,788,TO,F,PRE,62,1.719889193
10346,13,1200,TO,M,PAR,29,1.718267701
10347,12,5300,TO,M,PAR,42,1.627738126
10348,5,1200,TO,M,PAR,49,1.665578354
10349,12,500,TO,M,BRA,31,1.783994831
10350,12,2000,TO,M,PAR,39,1.739464159
10351,5,1300,TO,M,PAR,43,1.778489775
10352,12,1500,TO,M,PAR,36,1.659124348
10353,4,1400,TO,M,BRA,49,1.777048157
10354,16,2000,TO,F,PAR,42,1.775892369
10355,12,788,TO,F,BRA,59,1.694536924
10356,16,3000,TO,M,BRA,34,1.671224912
10357,16,788,TO,F,PAR,48,1.652629869
10358,16,1500,TO,F,BRA,28,1.614584837
10359,4,800,TO,F,BRA,76,1.723857388
10360,16,2500,TO,F,BRA,58,1.593194124
10361,12,1200,TO,F,BRA,33,1.634265114
10362,12,1200,TO,F,PAR,48,1.736429897
10363,7,788,TO,F,BRA,36,1.607841148
10364,2,600,TO,M,PRE,51,1.663553918
10365,4,2100,TO,M,PAR,60,1.718520948
10366,12,890,TO,M,PAR,36,1.666540888
10367,6,920,TO,M,PAR,46,0.164963416
10368,1,4000,TO,M,PAR,60,1.691072811
10369,7,788,TO,M,PAR,22,1.673666716
10370,16,1000,TO,M,PAR,47,0.156123963
10371,9,780,TO,M,PAR,29,1.661634486
10372,4,1500,TO,M,PAR,36,1.765910706
10373,4,2000,TO,M,PRE,28,1.732847621
10374,12,788,TO,F,PAR,50,0.016589954
10375,7,1600,TO,M,PAR,57,1.762232219
10376,3,700,TO,M,PAR,60,1.713354133
10377,6,788,TO,M,PAR,24,1.649360239
10378,10,1700,TO,M,PAR,35,1.625095736
10379,2,1200,TO,M,BRA,49,1.816519625
10380,12,1500,TO,M,BRA,33,1.647049652
10381,10,1100,TO,M,PAR,23,1.768931989
10382,1,1100,TO,M,PAR,52,1.720050875
10383,12,788,TO,F,PAR,41,1.638162973
10384,5,788,TO,M,PAR,23,1.641936402
10385,16,3600,TO,F,PAR,45,1.573311779
10386,12,900,TO,M,BRA,25,0.155803785
10387,16,3500,TO,F,PAR,38,1.784760676
10388,1,200,TO,F,PRE,74,1.748227069
10389,12,1600,TO,M,PAR,47,1.695432912
10390,16,2000,TO,F,PAR,24,1.583654567
10391,9,2500,TO,M,PAR,52,1.652644596
10392,16,1300,TO,F,PAR,51,1.625423767
10393,12,3000,TO,M,BRA,40,1.775875553
10394,14,788,TO,F,PRE,39,1.765254004
10395,16,3279,TO,M,PAR,53,1.667961686
10396,12,788,TO,F,PAR,29,1.689415727
10397,6,1200,TO,M,PAR,41,1.653337864
10398,12,4900,TO,M,BRA,43,1.654744813
10399,12,2500,TO,M,PAR,37,1.661224567
10400,5,788,TO,M,BRA,40,1.650742598
10401,6,600,TO,F,BRA,56,1.621474118
10402,7,788,TO,M,BRA,59,1.659154978
10403,9,700,TO,M,PAR,64,1.807846045
10404,13,900,TO,F,PAR,24,1.610543938
10405,5,0,TO,M,PAR,60,1.767215891
10406,12,788,TO,M,PAR,24,1.588919563
10407,3,788,TO,M,BRA,55,0.165450313
10408,12,1100,TO,M,PAR,34,1.707257656
10409,12,1500,TO,M,AME,49,1.896852784
10410,15,2200,TO,M,BRA,57,1.684219113
10411,12,1020,TO,M,BRA,27,1.687641171
10412,12,2000,TO,M,PAR,35,1.733991739
10413,15,1500,TO,M,PAR,43,1.618057896
10414,16,3600,TO,F,PRE,47,1.756360805
10415,12,788,TO,F,PRE,35,1.641378988
10416,5,1300,TO,M,PAR,56,1.766429157
10417,16,2000,TO,F,PAR,46,1.598727157
10418,12,500,TO,M,PAR,54,1.693961678
10419,16,5000,TO,M,BRA,32,1.721520417
10420,8,788,TO,F,PAR,35,1.757988824
10421,12,850,TO,M,PAR,29,1.814562377
10422,5,500,TO,M,PRE,60,1.650451198
10423,14,1570,TO,M,PAR,48,1.697631216
10424,8,788,TO,M,BRA,51,1.707479495
10425,1,788,TO,M,PAR,50,1.668960764
10426,12,500,TO,F,BRA,40,1.762483928
10427,8,784,TO,M,BRA,60,1.926781928
10428,5,1200,TO,M,BRA,49,0.174644941
10429,12,1000,TO,F,BRA,46,1.654336986
10430,1,580,TO,M,BRA,48,1.774951095
10431,2,2000,TO,M,PAR,37,1.729723012
10432,12,550,TO,M,PRE,43,1.626423066
10433,10,788,TO,F,PAR,39,1.829407674
10434,14,1200,TO,F,PAR,29,1.689565855
10435,12,1500,TO,F,BRA,53,1.781962558
10436,5,788,TO,M,PAR,59,1.648133925
10437,9,500,TO,F,BRA,76,1.669756949
10438,9,1300,TO,F,BRA,55,1.651555083
10439,8,1200,TO,M,PAR,35,1.759223868
10440,12,1000,TO,M,PAR,29,0.162050643
10441,4,788,TO,M,PAR,42,1.691903166
10442,9,2000,TO,M,PAR,34,1.658245806
10443,5,1100,TO,M,PAR,42,1.572517441
10444,12,2500,TO,M,PAR,28,1.584235954
10445,11,1800,TO,M,PAR,53,1.655091912
10446,6,1000,TO,M,BRA,29,1.656753385
10447,12,1250,TO,M,PAR,31,1.705633443
10448,12,800,TO,M,PAR,36,1.732379422
10449,12,1100,TO,M,PAR,33,1.727249505
10450,5,800,TO,M,PAR,60,1.740549805
10451,12,1100,TO,M,PAR,32,1.699501595
10452,12,900,TO,F,PAR,30,1.611949296
10453,10,900,TO,M,PAR,29,0.160366921
10454,6,250,TO,F,PAR,51,1.729354218
10455,12,788,TO,M,PAR,38,1.664234583
10456,11,788,TO,F,BRA,34,0.156671286
